issue,hundreds,tens,ones
2009283,1,6,1
2009284,6,5,4
2009285,9,1,1
2009286,3,4,9
2009287,0,5,6
2009288,4,9,0
2009289,3,4,4
2009290,0,0,4
2009291,8,7,9
2009292,3,7,4
2009293,7,7,9
2009294,9,6,0
2009295,6,7,2
2009296,5,9,1
2009297,7,2,9
2009298,3,1,0
2009299,8,8,0
2009300,7,4,4
2009301,6,6,9
2009302,8,4,9
2009303,6,1,0
2009304,5,5,2
2009305,6,4,0
2009306,5,8,3
2009307,5,5,1
2009308,0,3,0
2009309,8,1,8
2009310,9,6,5
2009311,7,8,9
2009312,8,1,7
2009313,6,6,3
2009314,7,8,9
2009315,5,8,1
2009316,0,7,3
2009317,4,8,0
2009318,6,0,7
2009319,6,3,3
2009320,6,9,2
2009321,0,8,1
2009322,8,2,7
2009323,0,0,3
2009324,9,4,2
2009325,8,7,9
2009326,9,5,0
2009327,5,5,4
2009328,4,0,2
2009329,8,4,4
2009330,6,0,7
2009331,9,1,5
2009332,8,9,7
2009333,3,3,6
2009334,5,1,9
2009335,8,7,7
2009336,9,1,8
2009337,7,5,2
2009338,6,3,4
2009339,6,3,8
2009340,1,5,9
2009341,6,5,4
2009342,5,8,7
2009343,8,7,6
2009344,2,9,2
2009345,6,9,1
2009346,6,0,3
2009347,0,1,6
2009348,5,7,8
2009349,7,2,1
2009350,0,5,2
2009351,6,4,5
2009352,3,7,4
2009353,3,0,8
2009354,4,5,4
2009355,5,6,6
2009356,7,1,2
2009357,8,3,7
2009358,6,7,0
2010001,5,9,1
2010002,9,3,8
2010003,6,1,0
2010004,4,9,6
2010005,9,2,7
2010006,5,6,0
2010007,2,8,1
2010008,3,9,7
2010009,1,0,9
2010010,8,7,5
2010011,1,1,5
2010012,4,2,6
2010013,9,6,9
2010014,1,9,6
2010015,8,2,7
2010016,1,1,1
2010017,4,8,3
2010018,8,2,9
2010019,2,6,0
2010020,9,2,4
2010021,7,1,4
2010022,2,1,7
2010023,5,2,8
2010024,7,7,3
2010025,8,5,8
2010026,6,7,7
2010027,3,5,3
2010028,7,4,0
2010029,9,1,0
2010030,3,9,4
2010031,5,1,4
2010032,3,9,3
2010033,9,7,4
2010034,0,7,5
2010035,9,2,7
2010036,9,0,3
2010037,4,7,4
2010038,0,4,1
2010039,8,8,2
2010040,0,7,2
2010041,5,3,8
2010042,2,1,4
2010043,3,5,7
2010044,8,2,1
2010045,9,8,8
2010046,7,9,6
2010047,0,9,3
2010048,5,1,6
2010049,4,2,3
2010050,3,1,4
2010051,4,6,5
2010052,0,6,5
2010053,4,9,4
2010054,1,1,3
2010055,1,3,1
2010056,7,5,9
2010057,3,1,7
2010058,0,2,3
2010059,1,8,1
2010060,2,9,0
2010061,3,9,7
2010062,5,1,3
2010063,7,8,4
2010064,7,0,6
2010065,9,4,3
2010066,2,1,3
2010067,3,0,5
2010068,1,2,5
2010069,1,0,1
2010070,1,7,4
2010071,9,4,9
2010072,8,2,2
2010073,9,3,2
2010074,0,1,0
2010075,4,0,7
2010076,3,4,9
2010077,1,7,6
2010078,1,1,4
2010079,8,4,3
2010080,5,6,8
2010081,9,7,5
2010082,7,1,9
2010083,4,7,6
2010084,5,5,9
2010085,9,7,2
2010086,3,8,3
2010087,6,7,1
2010088,4,7,0
2010089,1,4,9
2010090,9,5,4
2010091,9,1,3
2010092,2,2,8
2010093,1,4,4
2010094,8,4,8
2010095,3,3,8
2010096,7,6,0
2010097,8,9,3
2010098,2,4,2
2010099,2,1,7
2010100,7,3,2
2010101,2,5,7
2010102,8,7,2
2010103,0,8,1
2010104,4,6,5
2010105,1,9,0
2010106,3,4,2
2010107,2,3,2
2010108,8,4,1
2010109,0,2,7
2010110,7,6,3
2010111,1,8,5
2010112,2,6,3
2010113,4,1,4
2010114,4,0,9
2010115,9,3,8
2010116,6,4,3
2010117,7,4,9
2010118,1,0,5
2010119,9,4,1
2010120,8,5,5
2010121,0,5,6
2010122,7,6,8
2010123,2,3,5
2010124,7,4,3
2010125,0,1,9
2010126,8,2,7
2010127,0,7,7
2010128,0,8,2
2010129,9,2,9
2010130,0,2,0
2010131,7,6,1
2010132,5,9,1
2010133,0,8,6
2010134,8,7,9
2010135,6,3,4
2010136,0,7,6
2010137,9,5,4
2010138,8,7,3
2010139,1,5,6
2010140,8,1,0
2010141,1,9,0
2010142,2,3,2
2010143,7,7,6
2010144,3,3,7
2010145,6,6,7
2010146,1,3,5
2010147,1,0,6
2010148,2,6,8
2010149,6,3,7
2010150,6,4,1
2010151,3,0,4
2010152,8,8,2
2010153,0,0,0
2010154,2,0,7
2010155,2,8,6
2010156,8,3,6
2010157,8,5,2
2010158,3,3,2
2010159,0,5,6
2010160,1,6,1
2010161,3,1,0
2010162,4,5,0
2010163,8,2,0
2010164,0,2,2
2010165,0,5,7
2010166,5,0,3
2010167,5,2,8
2010168,8,9,8
2010169,8,6,1
2010170,0,5,9
2010171,1,1,9
2010172,1,4,7
2010173,0,6,2
2010174,7,5,6
2010175,3,4,5
2010176,0,0,1
2010177,2,8,9
2010178,1,7,6
2010179,7,6,0
2010180,5,2,6
2010181,3,7,9
2010182,2,6,6
2010183,3,5,0
2010184,8,3,7
2010185,4,2,7
2010186,7,0,1
2010187,0,1,9
2010188,2,4,7
2010189,6,7,4
2010190,9,3,5
2010191,4,3,2
2010192,1,6,8
2010193,6,2,3
2010194,2,7,7
2010195,6,5,0
2010196,9,4,8
2010197,7,8,7
2010198,3,1,2
2010199,4,8,6
2010200,4,9,3
2010201,7,0,0
2010202,0,4,1
2010203,4,8,5
2010204,5,3,5
2010205,1,3,2
2010206,8,3,8
2010207,4,6,8
2010208,2,4,8
2010209,8,0,1
2010210,8,2,8
2010211,2,4,9
2010212,0,9,7
2010213,7,2,0
2010214,6,6,6
2010215,8,7,8
2010216,6,8,8
2010217,6,4,2
2010218,7,1,5
2010219,7,4,8
2010220,6,7,2
2010221,4,7,8
2010222,1,3,0
2010223,7,4,4
2010224,2,5,2
2010225,0,6,8
2010226,4,3,4
2010227,2,5,9
2010228,5,1,9
2010229,7,6,4
2010230,2,4,8
2010231,6,1,3
2010232,3,7,9
2010233,5,7,5
2010234,3,5,4
2010235,0,0,7
2010236,6,7,1
2010237,1,7,5
2010238,1,7,1
2010239,9,0,1
2010240,4,0,2
2010241,6,1,2
2010242,8,0,3
2010243,2,8,0
2010244,4,5,7
2010245,0,4,3
2010246,5,3,5
2010247,0,7,5
2010248,4,6,3
2010249,6,9,2
2010250,2,6,7
2010251,3,4,0
2010252,6,6,5
2010253,9,4,5
2010254,9,4,5
2010255,9,1,4
2010256,7,7,5
2010257,0,2,1
2010258,5,5,7
2010259,1,6,2
2010260,8,2,3
2010261,7,9,4
2010262,2,4,0
2010263,4,1,3
2010264,1,7,8
2010265,1,9,9
2010266,7,4,3
2010267,0,3,6
2010268,4,1,9
2010269,2,7,0
2010270,8,9,7
2010271,6,6,0
2010272,3,2,0
2010273,8,1,5
2010274,7,9,4
2010275,6,8,6
2010276,6,6,5
2010277,0,1,6
2010278,1,2,7
2010279,4,0,7
2010280,1,9,9
2010281,5,5,1
2010282,1,4,4
2010283,3,0,3
2010284,1,4,0
2010285,0,1,6
2010286,5,0,1
2010287,0,7,1
2010288,9,1,6
2010289,7,7,1
2010290,7,7,0
2010291,1,2,9
2010292,2,9,1
2010293,0,7,4
2010294,0,9,0
2010295,7,9,8
2010296,7,1,3
2010297,3,7,4
2010298,9,7,5
2010299,2,1,6
2010300,0,8,4
2010301,9,6,5
2010302,6,2,1
2010303,4,4,9
2010304,3,4,0
2010305,5,1,3
2010306,6,4,2
2010307,4,4,2
2010308,4,9,8
2010309,3,7,7
2010310,0,1,7
2010311,3,7,1
2010312,9,7,0
2010313,5,8,6
2010314,5,7,3
2010315,8,5,5
2010316,1,1,1
2010317,6,7,0
2010318,0,5,0
2010319,6,0,5
2010320,3,4,5
2010321,6,0,8
2010322,5,7,8
2010323,2,8,0
2010324,2,9,8
2010325,8,0,9
2010326,0,0,6
2010327,5,0,6
2010328,0,9,4
2010329,5,9,4
2010330,3,7,8
2010331,7,2,6
2010332,7,4,3
2010333,8,0,5
2010334,4,4,7
2010335,2,9,6
2010336,5,6,8
2010337,9,2,1
2010338,6,9,3
2010339,0,4,0
2010340,3,0,2
2010341,9,1,7
2010342,7,9,4
2010343,1,4,6
2010344,7,0,3
2010345,0,2,0
2010346,0,3,3
2010347,4,6,9
2010348,0,9,7
2010349,6,3,8
2010350,1,9,4
2010351,2,4,5
2010352,2,9,5
2010353,0,8,5
2010354,5,3,7
2010355,8,0,4
2010356,8,6,9
2010357,5,1,0
2010358,2,2,8
2011001,1,4,2
2011002,7,2,6
2011003,9,3,7
2011004,6,4,0
2011005,5,7,1
2011006,2,4,2
2011007,2,8,5
2011008,9,8,2
2011009,1,7,6
2011010,5,7,3
2011011,6,3,5
2011012,5,8,7
2011013,8,7,9
2011014,2,7,7
2011015,8,0,9
2011016,7,7,7
2011017,8,1,3
2011018,1,4,1
2011019,3,5,8
2011020,1,6,4
2011021,2,1,5
2011022,7,8,2
2011023,7,7,7
2011024,3,8,8
2011025,5,4,6
2011026,5,9,1
2011027,6,7,7
2011028,3,4,7
2011029,6,7,9
2011030,0,1,3
2011031,9,3,7
2011032,2,6,5
2011033,1,0,6
2011034,2,0,0
2011035,2,1,9
2011036,3,5,0
2011037,0,6,3
2011038,4,0,4
2011039,7,8,4
2011040,9,5,8
2011041,2,8,6
2011042,2,0,8
2011043,1,3,3
2011044,4,5,6
2011045,2,2,4
2011046,8,1,6
2011047,9,5,4
2011048,4,5,8
2011049,7,3,0
2011050,3,1,6
2011051,2,8,1
2011052,0,5,7
2011053,2,7,8
2011054,5,1,8
2011055,7,4,2
2011056,9,4,0
2011057,0,3,0
2011058,0,6,2
2011059,9,6,0
2011060,5,2,8
2011061,8,4,3
2011062,1,6,0
2011063,8,0,6
2011064,7,2,5
2011065,4,2,0
2011066,8,0,9
2011067,5,4,4
2011068,1,0,8
2011069,7,5,3
2011070,3,3,4
2011071,7,8,2
2011072,4,2,8
2011073,1,7,2
2011074,0,8,7
2011075,2,8,7
2011076,7,4,6
2011077,2,0,6
2011078,2,4,6
2011079,7,8,5
2011080,6,4,8
2011081,1,0,0
2011082,4,9,1
2011083,8,6,8
2011084,7,2,1
2011085,3,3,7
2011086,3,6,8
2011087,1,9,4
2011088,3,4,2
2011089,2,1,9
2011090,7,9,6
2011091,3,1,5
2011092,4,3,1
2011093,3,6,9
2011094,8,4,9
2011095,7,8,4
2011096,0,0,6
2011097,4,2,9
2011098,0,2,2
2011099,6,5,2
2011100,7,1,4
2011101,8,8,6
2011102,3,2,9
2011103,6,6,6
2011104,3,2,9
2011105,9,2,7
2011106,1,5,8
2011107,9,0,7
2011108,7,8,8
2011109,9,2,0
2011110,2,4,7
2011111,5,2,3
2011112,5,7,4
2011113,2,9,4
2011114,6,2,8
2011115,8,2,7
2011116,1,7,8
2011117,3,5,8
2011118,7,2,7
2011119,0,8,3
2011120,7,5,9
2011121,2,2,0
2011122,5,5,5
2011123,7,6,9
2011124,7,9,1
2011125,0,0,6
2011126,0,5,5
2011127,4,6,7
2011128,6,9,1
2011129,0,8,2
2011130,0,3,8
2011131,4,5,4
2011132,4,1,8
2011133,0,1,6
2011134,2,2,5
2011135,8,0,9
2011136,5,5,9
2011137,9,5,8
2011138,4,7,5
2011139,2,6,5
2011140,8,1,9
2011141,9,1,5
2011142,7,8,9
2011143,0,5,8
2011144,6,4,4
2011145,4,9,4
2011146,5,0,0
2011147,1,6,3
2011148,4,3,9
2011149,9,2,6
2011150,7,7,3
2011151,5,4,1
2011152,7,2,1
2011153,4,5,6
2011154,6,8,2
2011155,2,5,6
2011156,2,1,2
2011157,5,8,2
2011158,6,0,8
2011159,7,6,9
2011160,5,1,0
2011161,3,7,1
2011162,5,7,3
2011163,6,3,5
2011164,7,0,4
2011165,1,6,2
2011166,4,5,4
2011167,9,4,1
2011168,0,1,7
2011169,9,2,2
2011170,1,5,7
2011171,7,2,5
2011172,2,2,7
2011173,7,6,3
2011174,4,1,2
2011175,2,6,2
2011176,9,0,5
2011177,6,9,7
2011178,1,4,5
2011179,1,7,0
2011180,8,0,4
2011181,9,1,8
2011182,3,5,3
2011183,3,4,1
2011184,2,0,9
2011185,7,6,7
2011186,2,4,2
2011187,9,3,1
2011188,4,3,0
2011189,4,7,2
2011190,4,6,4
2011191,3,5,1
2011192,7,4,6
2011193,8,6,8
2011194,2,1,0
2011195,3,8,5
2011196,4,1,5
2011197,6,3,8
2011198,9,8,5
2011199,2,6,3
2011200,5,5,2
2011201,3,4,8
2011202,7,5,0
2011203,0,1,7
2011204,1,2,7
2011205,3,4,1
2011206,1,4,4
2011207,6,9,9
2011208,4,3,9
2011209,9,9,2
2011210,5,4,0
2011211,7,7,9
2011212,8,6,2
2011213,1,0,9
2011214,9,1,1
2011215,4,5,7
2011216,9,6,9
2011217,6,1,8
2011218,6,4,8
2011219,4,8,5
2011220,9,9,9
2011221,0,6,9
2011222,7,1,3
2011223,3,4,5
2011224,6,1,0
2011225,8,6,3
2011226,2,4,2
2011227,0,8,4
2011228,8,2,0
2011229,1,7,6
2011230,9,3,6
2011231,8,2,7
2011232,4,5,2
2011233,0,0,2
2011234,2,1,1
2011235,0,5,6
2011236,6,3,4
2011237,6,6,2
2011238,3,0,1
2011239,7,8,7
2011240,9,7,5
2011241,8,6,8
2011242,6,9,7
2011243,8,6,6
2011244,7,1,6
2011245,0,8,0
2011246,6,5,0
2011247,6,8,4
2011248,3,7,0
2011249,3,5,8
2011250,7,7,0
2011251,2,5,1
2011252,8,0,8
2011253,5,6,0
2011254,4,9,7
2011255,0,6,8
2011256,2,1,4
2011257,8,1,8
2011258,4,4,2
2011259,3,6,5
2011260,6,2,8
2011261,1,8,9
2011262,5,2,5
2011263,9,2,8
2011264,4,9,9
2011265,0,8,0
2011266,2,4,8
2011267,5,0,1
2011268,5,9,9
2011269,3,9,9
2011270,1,3,9
2011271,3,5,5
2011272,6,4,3
2011273,4,1,6
2011274,3,4,2
2011275,3,6,0
2011276,5,0,9
2011277,2,6,5
2011278,0,8,7
2011279,2,4,1
2011280,5,6,7
2011281,4,8,1
2011282,7,5,3
2011283,4,3,6
2011284,9,0,2
2011285,6,3,2
2011286,5,3,1
2011287,4,2,9
2011288,4,2,2
2011289,4,5,5
2011290,2,4,0
2011291,3,1,0
2011292,9,6,1
2011293,0,9,8
2011294,7,1,7
2011295,6,2,4
2011296,7,6,6
2011297,0,4,2
2011298,8,7,2
2011299,5,6,7
2011300,8,3,8
2011301,9,4,7
2011302,1,7,1
2011303,3,8,5
2011304,3,5,0
2011305,0,1,0
2011306,7,5,4
2011307,2,6,1
2011308,4,3,3
2011309,2,6,8
2011310,4,6,9
2011311,5,3,9
2011312,0,6,8
2011313,1,8,0
2011314,7,0,8
2011315,3,3,0
2011316,9,3,3
2011317,1,3,4
2011318,1,1,6
2011319,4,4,3
2011320,4,4,2
2011321,9,4,4
2011322,2,2,0
2011323,7,2,4
2011324,4,3,6
2011325,3,8,5
2011326,3,8,1
2011327,7,9,1
2011328,6,1,9
2011329,8,3,8
2011330,8,9,0
2011331,9,3,4
2011332,8,0,5
2011333,2,4,6
2011334,7,8,3
2011335,7,6,2
2011336,5,4,1
2011337,7,2,4
2011338,8,0,8
2011339,6,1,3
2011340,0,4,5
2011341,9,6,1
2011342,3,3,3
2011343,9,2,0
2011344,9,0,8
2011345,5,8,0
2011346,9,9,3
2011347,5,3,3
2011348,7,7,2
2011349,7,8,1
2011350,3,6,8
2011351,1,4,5
2011352,5,8,9
2011353,0,1,2
2011354,4,8,9
2011355,4,8,8
2011356,9,1,7
2011357,1,9,3
2011358,2,5,4
2012001,3,0,9
2012002,2,0,9
2012003,7,5,0
2012004,9,6,0
2012005,1,3,5
2012006,8,8,2
2012007,8,8,0
2012008,4,9,7
2012009,1,6,6
2012010,5,9,4
2012011,3,1,5
2012012,2,2,4
2012013,3,1,7
2012014,6,3,7
2012015,1,8,0
2012016,7,4,9
2012017,5,3,8
2012018,0,3,0
2012019,0,4,5
2012020,4,4,6
2012021,9,6,7
2012022,4,2,5
2012023,6,3,3
2012024,9,9,7
2012025,7,5,5
2012026,7,4,6
2012027,2,6,3
2012028,7,3,1
2012029,1,0,0
2012030,9,8,2
2012031,1,9,5
2012032,4,2,1
2012033,8,6,5
2012034,4,6,5
2012035,3,6,9
2012036,2,8,7
2012037,9,7,8
2012038,0,3,2
2012039,7,5,7
2012040,4,7,0
2012041,6,6,4
2012042,0,0,1
2012043,5,2,5
2012044,7,2,3
2012045,0,2,6
2012046,4,9,3
2012047,6,4,2
2012048,8,7,5
2012049,8,0,8
2012050,0,3,5
2012051,3,0,2
2012052,3,5,5
2012053,6,6,3
2012054,1,0,3
2012055,7,1,2
2012056,6,0,7
2012057,6,0,8
2012058,0,9,6
2012059,2,6,9
2012060,4,9,2
2012061,7,6,3
2012062,0,2,3
2012063,1,2,8
2012064,4,7,8
2012065,7,7,5
2012066,6,4,8
2012067,1,9,3
2012068,8,5,6
2012069,6,9,3
2012070,7,5,7
2012071,7,5,9
2012072,7,9,5
2012073,0,6,9
2012074,8,4,1
2012075,5,3,7
2012076,6,0,6
2012077,3,8,8
2012078,1,2,2
2012079,4,5,7
2012080,4,8,2
2012081,9,2,2
2012082,3,2,5
2012083,1,1,6
2012084,6,1,8
2012085,9,1,2
2012086,9,7,3
2012087,5,4,4
2012088,3,6,3
2012089,0,8,0
2012090,5,4,9
2012091,2,2,0
2012092,5,5,3
2012093,0,0,2
2012094,6,6,8
2012095,5,8,8
2012096,8,7,0
2012097,8,6,1
2012098,9,9,6
2012099,4,0,5
2012100,4,1,3
2012101,6,9,5
2012102,0,7,7
2012103,3,0,1
2012104,9,9,0
2012105,3,8,2
2012106,4,3,6
2012107,7,2,8
2012108,7,5,8
2012109,1,2,0
2012110,6,4,5
2012111,8,1,0
2012112,3,8,3
2012113,0,7,0
2012114,8,5,0
2012115,0,8,6
2012116,3,3,9
2012117,6,6,5
2012118,5,1,8
2012119,1,0,0
2012120,4,3,6
2012121,6,9,4
2012122,5,8,5
2012123,2,3,4
2012124,1,0,8
2012125,1,4,3
2012126,5,0,7
2012127,9,8,5
2012128,4,3,1
2012129,3,6,8
2012130,2,9,0
2012131,5,2,7
2012132,6,5,9
2012133,3,4,7
2012134,6,9,8
2012135,9,8,7
2012136,7,4,8
2012137,5,1,7
2012138,5,3,7
2012139,0,3,6
2012140,3,9,0
2012141,2,1,4
2012142,3,4,9
2012143,1,8,5
2012144,9,2,3
2012145,6,2,8
2012146,1,9,7
2012147,5,0,2
2012148,7,3,2
2012149,0,3,1
2012150,8,2,8
2012151,1,4,0
2012152,8,0,2
2012153,7,4,6
2012154,8,4,3
2012155,2,6,7
2012156,8,6,2
2012157,0,1,5
2012158,1,6,2
2012159,5,4,3
2012160,9,6,2
2012161,3,6,9
2012162,8,3,2
2012163,6,4,3
2012164,6,5,1
2012165,3,6,4
2012166,1,1,2
2012167,2,1,2
2012168,4,0,5
2012169,0,1,2
2012170,6,6,1
2012171,2,4,2
2012172,7,6,9
2012173,8,8,7
2012174,8,7,5
2012175,9,7,6
2012176,3,2,7
2012177,6,9,4
2012178,1,2,7
2012179,9,2,1
2012180,2,7,7
2012181,8,4,7
2012182,8,6,1
2012183,2,4,5
2012184,9,2,1
2012185,3,0,9
2012186,2,4,7
2012187,4,8,4
2012188,2,5,2
2012189,0,8,3
2012190,9,6,4
2012191,5,5,8
2012192,9,2,8
2012193,9,4,4
2012194,3,4,6
2012195,6,2,6
2012196,8,7,7
2012197,6,3,9
2012198,6,1,9
2012199,5,0,3
2012200,6,3,2
2012201,8,0,3
2012202,3,9,8
2012203,5,8,3
2012204,1,0,8
2012205,2,9,5
2012206,2,6,5
2012207,0,3,0
2012208,6,1,3
2012209,6,4,1
2012210,3,9,3
2012211,8,4,3
2012212,5,4,7
2012213,2,9,7
2012214,9,6,5
2012215,2,8,4
2012216,8,7,3
2012217,2,5,3
2012218,5,6,5
2012219,1,5,2
2012220,0,9,8
2012221,3,5,1
2012222,0,9,9
2012223,0,9,3
2012224,5,7,3
2012225,6,5,2
2012226,8,7,9
2012227,4,8,5
2012228,1,0,8
2012229,1,4,9
2012230,3,3,3
2012231,9,0,8
2012232,7,0,8
2012233,8,9,7
2012234,4,1,8
2012235,4,2,2
2012236,3,3,2
2012237,7,3,9
2012238,3,0,7
2012239,8,1,0
2012240,1,6,7
2012241,2,4,7
2012242,5,7,2
2012243,2,3,7
2012244,9,3,6
2012245,7,4,9
2012246,5,7,8
2012247,5,1,4
2012248,6,9,0
2012249,4,1,2
2012250,0,2,3
2012251,1,9,5
2012252,6,7,0
2012253,4,6,6
2012254,2,0,3
2012255,1,3,2
2012256,6,9,4
2012257,7,7,3
2012258,9,1,3
2012259,3,4,0
2012260,4,4,2
2012261,4,0,1
2012262,8,6,9
2012263,7,9,9
2012264,7,9,7
2012265,4,1,9
2012266,1,8,1
2012267,3,4,3
2012268,3,3,9
2012269,6,2,5
2012270,9,9,2
2012271,1,4,0
2012272,9,8,9
2012273,6,6,7
2012274,2,6,7
2012275,4,4,7
2012276,4,6,8
2012277,9,9,4
2012278,0,2,1
2012279,5,3,8
2012280,7,1,8
2012281,4,3,8
2012282,8,6,6
2012283,1,6,6
2012284,7,5,6
2012285,9,9,7
2012286,3,0,4
2012287,2,7,1
2012288,0,9,4
2012289,0,3,4
2012290,0,9,9
2012291,1,9,9
2012292,6,4,6
2012293,0,6,1
2012294,0,0,5
2012295,1,0,3
2012296,4,0,7
2012297,1,5,6
2012298,4,0,8
2012299,9,2,5
2012300,5,3,9
2012301,7,0,6
2012302,3,1,7
2012303,7,6,4
2012304,1,5,0
2012305,0,4,2
2012306,0,5,7
2012307,9,7,4
2012308,9,2,1
2012309,0,7,1
2012310,8,9,9
2012311,7,4,3
2012312,8,3,1
2012313,7,4,3
2012314,1,8,1
2012315,3,7,1
2012316,7,0,9
2012317,3,1,5
2012318,1,1,0
2012319,2,8,6
2012320,4,2,8
2012321,9,3,6
2012322,5,2,4
2012323,8,8,9
2012324,1,1,4
2012325,6,5,6
2012326,8,1,4
2012327,3,1,0
2012328,6,4,4
2012329,5,9,5
2012330,5,3,4
2012331,3,8,2
2012332,5,2,3
2012333,7,4,4
2012334,0,0,6
2012335,4,9,3
2012336,2,5,0
2012337,5,7,6
2012338,0,9,7
2012339,2,9,4
2012340,0,4,6
2012341,2,0,4
2012342,3,7,3
2012343,2,9,6
2012344,2,9,3
2012345,8,9,6
2012346,9,9,2
2012347,5,7,6
2012348,8,5,1
2012349,2,6,6
2012350,6,7,6
2012351,0,3,5
2012352,1,2,3
2012353,8,2,3
2012354,7,7,9
2012355,6,3,6
2012356,5,4,6
2012357,1,9,4
2012358,5,5,4
2012359,3,0,9
2013001,2,0,3
2013002,6,7,0
2013003,1,6,6
2013004,7,6,0
2013005,6,2,2
2013006,4,5,7
2013007,1,4,7
2013008,5,5,6
2013009,9,2,1
2013010,6,3,2
2013011,2,0,9
2013012,6,8,8
2013013,9,2,2
2013014,4,1,7
2013015,2,2,8
2013016,0,3,8
2013017,3,8,0
2013018,3,4,7
2013019,8,6,6
2013020,9,2,9
2013021,9,1,8
2013022,2,5,0
2013023,8,0,7
2013024,2,6,8
2013025,5,4,0
2013026,8,5,7
2013027,3,0,8
2013028,1,1,3
2013029,1,4,9
2013030,7,3,2
2013031,7,6,2
2013032,8,4,9
2013033,2,7,7
2013034,3,3,0
2013035,6,3,2
2013036,6,5,8
2013037,3,6,4
2013038,6,4,0
2013039,6,3,9
2013040,5,4,9
2013041,8,5,1
2013042,4,9,6
2013043,5,3,6
2013044,3,1,8
2013045,0,3,9
2013046,9,6,6
2013047,7,8,4
2013048,2,9,0
2013049,6,3,6
2013050,5,5,6
2013051,6,7,6
2013052,5,5,6
2013053,5,6,4
2013054,4,9,7
2013055,4,5,6
2013056,1,3,9
2013057,2,4,3
2013058,0,8,2
2013059,2,5,1
2013060,5,4,9
2013061,6,7,5
2013062,6,6,9
2013063,6,4,1
2013064,1,7,6
2013065,3,2,8
2013066,0,4,1
2013067,8,3,2
2013068,7,7,0
2013069,1,1,5
2013070,2,3,5
2013071,3,6,0
2013072,8,3,1
2013073,2,2,2
2013074,2,8,8
2013075,6,1,7
2013076,1,7,4
2013077,1,8,4
2013078,0,3,2
2013079,7,8,0
2013080,4,6,6
2013081,8,5,7
2013082,2,4,9
2013083,6,0,2
2013084,7,2,1
2013085,6,9,3
2013086,8,9,5
2013087,0,3,4
2013088,3,8,1
2013089,1,9,2
2013090,9,5,5
2013091,1,3,7
2013092,6,3,2
2013093,7,3,7
2013094,0,2,8
2013095,2,1,5
2013096,0,3,9
2013097,7,9,2
2013098,7,5,9
2013099,4,5,0
2013100,3,3,8
2013101,9,2,1
2013102,5,3,6
2013103,2,0,3
2013104,0,1,4
2013105,4,8,4
2013106,4,9,2
2013107,9,8,5
2013108,3,4,3
2013109,1,6,7
2013110,4,1,8
2013111,4,6,6
2013112,9,9,6
2013113,8,3,6
2013114,1,7,1
2013115,9,0,1
2013116,4,0,7
2013117,8,0,8
2013118,3,9,3
2013119,4,5,1
2013120,5,6,9
2013121,0,7,3
2013122,4,6,5
2013123,8,3,2
2013124,9,6,3
2013125,5,1,0
2013126,4,1,0
2013127,6,6,7
2013128,8,4,9
2013129,0,2,0
2013130,9,9,1
2013131,7,9,8
2013132,1,5,5
2013133,3,2,9
2013134,2,2,8
2013135,8,5,0
2013136,2,3,1
2013137,6,2,7
2013138,5,7,9
2013139,9,0,7
2013140,5,9,2
2013141,7,8,2
2013142,9,3,0
2013143,0,6,0
2013144,8,9,0
2013145,3,8,9
2013146,4,6,4
2013147,8,4,3
2013148,8,2,5
2013149,4,5,2
2013150,7,3,6
2013151,9,4,3
2013152,1,4,9
2013153,2,8,8
2013154,3,4,9
2013155,2,9,6
2013156,7,7,5
2013157,3,8,3
2013158,6,1,3
2013159,0,9,8
2013160,2,1,0
2013161,5,3,7
2013162,2,9,2
2013163,1,0,4
2013164,7,3,2
2013165,3,0,0
2013166,0,4,2
2013167,2,4,2
2013168,5,5,6
2013169,3,4,4
2013170,1,2,8
2013171,8,9,0
2013172,4,0,6
2013173,5,0,6
2013174,7,1,4
2013175,1,8,5
2013176,3,0,7
2013177,1,6,9
2013178,9,2,7
2013179,3,6,8
2013180,6,4,2
2013181,2,4,8
2013182,9,4,4
2013183,6,9,3
2013184,4,8,7
2013185,9,1,6
2013186,1,7,0
2013187,1,8,8
2013188,0,2,0
2013189,0,2,6
2013190,7,1,9
2013191,3,1,5
2013192,1,7,0
2013193,4,9,3
2013194,8,0,6
2013195,3,9,8
2013196,1,0,0
2013197,1,1,5
2013198,5,6,6
2013199,8,1,4
2013200,5,7,3
2013201,4,9,8
2013202,6,0,3
2013203,3,0,0
2013204,5,0,6
2013205,7,9,8
2013206,4,9,3
2013207,4,7,3
2013208,0,4,4
2013209,9,2,8
2013210,1,3,9
2013211,7,4,9
2013212,0,8,2
2013213,6,6,0
2013214,8,2,6
2013215,1,5,7
2013216,3,8,3
2013217,9,6,5
2013218,1,1,2
2013219,2,3,2
2013220,6,3,0
2013221,9,9,9
2013222,2,6,0
2013223,8,1,1
2013224,5,7,9
2013225,8,8,4
2013226,5,5,0
2013227,4,2,7
2013228,4,1,0
2013229,0,0,3
2013230,9,6,2
2013231,4,6,8
2013232,4,4,1
2013233,3,6,7
2013234,8,4,6
2013235,6,2,5
2013236,7,1,4
2013237,8,7,4
2013238,1,1,7
2013239,0,9,1
2013240,5,6,9
2013241,7,1,8
2013242,5,2,8
2013243,3,6,1
2013244,3,9,3
2013245,7,4,2
2013246,9,0,6
2013247,5,5,9
